Expense Category,Budgeted Amount,Actual Amount,Variance,Variance %,Comments
Marketing Expenses,17407.99,19686.620730219092,2278.6307302190908,13.09,Increased campaign costs
Technology Equipment,58883.48,197809.99079806675,138926.51079806674,235.93,High due to unexpected upgrades
Travel Expenses,64712.45,70686.89959970518,5974.449599705185,9.23,Under budget due to reduced travel
Employee Benefits,80698.26,79875.81560334524,-822.4443966547551,-1.02,Lower due to reduced benefits claims
Consulting Fees,83597.71,88496.85499042302,4899.14499042301,5.86,Savings from in-house expertise
Travel Expenses,93393.29,77036.96693247843,-16356.32306752156,-17.51,Under budget due to reduced travel
Consulting Fees,19763.97,16354.13086315642,-3409.8391368435805,-17.25,Savings from in-house expertise
Miscellaneous Expenses,74373.79,73986.8585302937,-386.9314697062946,-0.52,Unexpected miscellaneous costs
Salaries and Wages,26301.78,26179.24251297927,-122.53748702073062,-0.47,Overdue to overtime and staffing needs
Consulting Fees,74707.14,96959.32281601788,22252.182816017885,29.79,Savings from in-house expertise
Consulting Fees,18672.12,17675.613264936983,-996.5067350630161,-5.34,Savings from in-house expertise
Salaries and Wages,66489.93,72673.86600159784,6183.9360015978455,9.3,Overdue to overtime and staffing needs
Marketing Expenses,66581.82,80268.19018529507,13686.370185295062,20.56,Increased campaign costs
Office Supplies,96203.07,95747.22214513522,-455.8478548647836,-0.47,Overdue to remote work increase
Marketing Expenses,94563.86,104720.33046774947,10156.470467749474,10.74,Increased campaign costs
Utilities,24642.91,22018.432116456097,-2624.477883543903,-10.65,"Efficient usage, possibly due to energy-saving initiatives"
Utilities,31809.45,32183.50436739985,374.0543673998509,1.18,"Efficient usage, possibly due to energy-saving initiatives"
Office Supplies,66710.66,58695.26237785251,-8015.397622147495,-12.02,Overdue to remote work increase
Utilities,29902.2,35022.32256337303,5120.122563373032,17.12,"Efficient usage, possibly due to energy-saving initiatives"
Consulting Fees,92234.76,116414.02527749969,24179.265277499697,26.21,Savings from in-house expertise
Marketing Expenses,15880.52,18142.106778758905,2261.586778758905,14.24,Increased campaign costs
Travel Expenses,17197.95,21229.886759363882,4031.9367593638817,23.44,Under budget due to reduced travel
Office Supplies,22668.57,21973.59738288676,-694.9726171132388,-3.07,Overdue to remote work increase
Travel Expenses,18805.36,18543.286808510256,-262.0731914897442,-1.39,Under budget due to reduced travel
Technology Equipment,86641.39,84612.50108284989,-2028.8889171501069,-2.34,High due to unexpected upgrades
Marketing Expenses,26485.1,23758.204119328566,-2726.8958806714327,-10.3,Increased campaign costs
Marketing Expenses,14742.09,12217.059664278433,-2525.030335721567,-17.13,Increased campaign costs
Travel Expenses,94791.05,105818.18840077615,11027.138400776152,11.63,Under budget due to reduced travel
Utilities,56273.97,70946.77838299313,14672.808382993127,26.07,"Efficient usage, possibly due to energy-saving initiatives"
Training and Development,50204.35,62408.788537444896,12204.438537444898,24.31,Underutilized training budget
Consulting Fees,20358.94,19303.07252688379,-1055.86747311621,-5.19,Savings from in-house expertise
Technology Equipment,18986.4,19815.347020727455,828.9470207274535,4.37,High due to unexpected upgrades
Training and Development,41190.3,38636.47676449537,-2553.823235504635,-6.2,Underutilized training budget
Consulting Fees,99865.69,87439.50897545982,-12426.181024540187,-12.44,Savings from in-house expertise
Consulting Fees,61326.93,62793.61202439589,1466.6820243958864,2.39,Savings from in-house expertise
Training and Development,88596.61,107249.0092597178,18652.3992597178,21.05,Underutilized training budget
Salaries and Wages,73991.26,67835.59086854037,-6155.669131459625,-8.32,Overdue to overtime and staffing needs
Technology Equipment,54626.74,58301.18376763781,3674.4437676378147,6.73,High due to unexpected upgrades
Training and Development,36877.7,37781.72081340657,904.020813406576,2.45,Underutilized training budget
Marketing Expenses,94783.95,75890.52035372762,-18893.429646272372,-19.93,Increased campaign costs
Salaries and Wages,39463.05,32290.698080860147,-7172.351919139855,-18.17,Overdue to overtime and staffing needs
Miscellaneous Expenses,67719.75,75020.01733971009,7300.267339710088,10.78,Unexpected miscellaneous costs
Salaries and Wages,87774.73,71812.70602243999,-15962.023977560006,-18.19,Overdue to overtime and staffing needs
Office Supplies,40271.43,40804.58776270663,533.157762706629,1.32,Overdue to remote work increase
Travel Expenses,79638.24,89038.89403870782,9400.654038707813,11.8,Under budget due to reduced travel
Travel Expenses,43099.3,34946.92260359278,-8152.377396407224,-18.92,Under budget due to reduced travel
Employee Benefits,58604.93,68016.23599009113,9411.305990091125,16.06,Lower due to reduced benefits claims
Travel Expenses,66474.13,71621.7763768316,5147.6463768316025,7.74,Under budget due to reduced travel
Employee Benefits,51943.32,53672.933302205565,1729.6133022055656,3.33,Lower due to reduced benefits claims
Employee Benefits,95500.62,113858.50579770784,18357.885797707844,19.22,Lower due to reduced benefits claims
Marketing Expenses,52968.72,58251.670515860205,5282.950515860204,9.97,Increased campaign costs
Consulting Fees,34877.87,40475.54512118434,5597.675121184337,16.05,Savings from in-house expertise
Employee Benefits,44279.44,41651.767728960935,-2627.6722710390677,-5.93,Lower due to reduced benefits claims
Salaries and Wages,18039.98,16984.638460384587,-1055.3415396154123,-5.85,Overdue to overtime and staffing needs
Salaries and Wages,32415.81,27469.94667187131,-4945.863328128693,-15.26,Overdue to overtime and staffing needs
Miscellaneous Expenses,62541.59,55157.25572290523,-7384.334277094764,-11.81,Unexpected miscellaneous costs
Office Supplies,21409.17,26797.660518014432,5388.490518014434,25.17,Overdue to remote work increase
Salaries and Wages,16583.74,20193.31424206839,3609.574242068389,21.77,Overdue to overtime and staffing needs
Technology Equipment,49417.45,50661.958617027645,1244.5086170276481,2.52,High due to unexpected upgrades
Miscellaneous Expenses,59893.37,67774.47399260674,7881.103992606739,13.16,Unexpected miscellaneous costs
Marketing Expenses,59778.56,69193.73494998597,9415.174949985972,15.75,Increased campaign costs
Marketing Expenses,77346.76,95388.02558838406,18041.265588384063,23.33,Increased campaign costs
Technology Equipment,78905.46,65953.95514440117,-12951.504855598832,-16.41,High due to unexpected upgrades
Office Supplies,22881.28,22046.41790548835,-834.862094511649,-3.65,Overdue to remote work increase
Salaries and Wages,10972.07,9026.907000583704,-1945.1629994162959,-17.73,Overdue to overtime and staffing needs
Miscellaneous Expenses,86403.56,98051.07001871968,11647.51001871968,13.48,Unexpected miscellaneous costs
Travel Expenses,95471.74,87138.20942192581,-8333.530578074191,-8.73,Under budget due to reduced travel
Marketing Expenses,92319.82,104649.66554611735,12329.845546117343,13.36,Increased campaign costs
Office Supplies,69824.06,74802.68938401388,4978.629384013882,7.13,Overdue to remote work increase
Office Supplies,94006.3,91802.4311101979,-2203.8688898021064,-2.34,Overdue to remote work increase
Travel Expenses,71707.74,87073.19437603133,15365.454376031325,21.43,Under budget due to reduced travel
Office Supplies,83576.4,98692.2645575807,15115.864557580702,18.09,Overdue to remote work increase
Miscellaneous Expenses,82536.46,98547.7216902243,16011.261690224288,19.4,Unexpected miscellaneous costs
Technology Equipment,94911.01,98757.68609106929,3846.6760910692974,4.05,High due to unexpected upgrades
Consulting Fees,81788.22,94017.18731001434,12228.967310014341,14.95,Savings from in-house expertise
Office Supplies,33344.9,42303.54970921941,8958.649709219411,26.87,Overdue to remote work increase
Salaries and Wages,14738.54,13461.731099242494,-1276.8089007575072,-8.66,Overdue to overtime and staffing needs
Salaries and Wages,93183.13,104478.32707215626,11295.197072156254,12.12,Overdue to overtime and staffing needs
Salaries and Wages,55800.39,45182.3595340127,-10618.0304659873,-19.03,Overdue to overtime and staffing needs
Travel Expenses,97130.13,79970.480951504,-17159.64904849601,-17.67,Under budget due to reduced travel
Travel Expenses,65692.87,69747.3059762226,4054.4359762226086,6.17,Under budget due to reduced travel
Miscellaneous Expenses,45413.98,51999.012134615696,6585.0321346156925,14.5,Unexpected miscellaneous costs
Marketing Expenses,37246.77,31551.183347096998,-5695.586652902999,-15.29,Increased campaign costs
Training and Development,10527.11,10848.671856268464,321.5618562684631,3.05,Underutilized training budget
Consulting Fees,91739.76,101550.6593755706,9810.899375570603,10.69,Savings from in-house expertise
Salaries and Wages,26457.28,22604.656282205404,-3852.623717794595,-14.56,Overdue to overtime and staffing needs
Marketing Expenses,58304.62,60962.254372460426,2657.634372460423,4.56,Increased campaign costs
Employee Benefits,82242.22,73676.54156071336,-8565.67843928664,-10.42,Lower due to reduced benefits claims
Salaries and Wages,20089.04,21132.09066396257,1043.0506639625673,5.19,Overdue to overtime and staffing needs
Technology Equipment,34686.69,45022.88379449816,10336.193794498155,29.8,High due to unexpected upgrades
Technology Equipment,87612.83,81317.1060394717,-6295.723960528296,-7.19,High due to unexpected upgrades
Utilities,46233.66,37861.84924955155,-8371.81075044845,-18.11,"Efficient usage, possibly due to energy-saving initiatives"
Office Supplies,46736.59,41447.283579257906,-5289.30642074209,-11.32,Overdue to remote work increase
Employee Benefits,41685.83,44211.322445908976,2525.4924459089743,6.06,Lower due to reduced benefits claims
Office Supplies,83047.85,81491.90968814894,-1555.9403118510672,-1.87,Overdue to remote work increase
Utilities,65607.96,63548.78553029434,-2059.174469705664,-3.14,"Efficient usage, possibly due to energy-saving initiatives"
Salaries and Wages,27544.36,30624.320576612346,3079.960576612346,11.18,Overdue to overtime and staffing needs
Consulting Fees,80278.74,82496.22400891966,2217.4840089196514,2.76,Savings from in-house expertise
Technology Equipment,75242.23,62719.67370332586,-12522.556296674135,-16.64,High due to unexpected upgrades
Salaries and Wages,25745.7,22202.748354770672,-3542.9516452293283,-13.76,Overdue to overtime and staffing needs
Marketing Expenses,11539.95,11941.30952339118,401.3595233911801,3.48,Increased campaign costs
Salaries and Wages,60811.34,48913.655529240415,-11897.684470759581,-19.56,Overdue to overtime and staffing needs
Utilities,96575.85,90708.1115071711,-5867.73849282891,-6.08,"Efficient usage, possibly due to energy-saving initiatives"
Miscellaneous Expenses,42523.27,47979.38836483844,5456.118364838447,12.83,Unexpected miscellaneous costs
Employee Benefits,56924.04,52928.940810792425,-3995.0991892075763,-7.02,Lower due to reduced benefits claims
Travel Expenses,83536.02,96435.60667326594,12899.586673265934,15.44,Under budget due to reduced travel
Miscellaneous Expenses,25588.96,28715.93868006927,3126.978680069271,12.22,Unexpected miscellaneous costs
Office Supplies,62850.07,70847.08671753525,7997.016717535247,12.72,Overdue to remote work increase
Technology Equipment,22822.56,25411.958228981995,2589.398228981994,11.35,High due to unexpected upgrades
Marketing Expenses,20124.89,23916.41580809305,3791.5258080930507,18.84,Increased campaign costs
Miscellaneous Expenses,69077.25,69334.91902670532,257.66902670532,0.37,Unexpected miscellaneous costs
Employee Benefits,42423.24,48518.88257147777,6095.642571477772,14.37,Lower due to reduced benefits claims
Training and Development,86184.6,101220.20039531744,15035.600395317437,17.45,Underutilized training budget
Training and Development,90585.41,95339.90367214281,4754.493672142809,5.25,Underutilized training budget
Marketing Expenses,47840.18,60421.80431736575,12581.62431736575,26.3,Increased campaign costs
Consulting Fees,21122.49,18855.59274994408,-2266.897250055921,-10.73,Savings from in-house expertise
Miscellaneous Expenses,46339.1,52312.247210795664,5973.147210795665,12.89,Unexpected miscellaneous costs
Marketing Expenses,42453.45,53964.708080344615,11511.258080344618,27.12,Increased campaign costs
Marketing Expenses,66365.43,84331.02071395858,17965.59071395859,27.07,Increased campaign costs
Consulting Fees,95318.39,80475.70771835303,-14842.682281646965,-15.57,Savings from in-house expertise
Employee Benefits,21251.43,20818.770879600706,-432.6591203992939,-2.04,Lower due to reduced benefits claims
Technology Equipment,74595.01,71405.05917890764,-3189.9508210923523,-4.28,High due to unexpected upgrades
Salaries and Wages,29867.61,24502.03147019575,-5365.57852980425,-17.96,Overdue to overtime and staffing needs
Miscellaneous Expenses,97270.5,89505.53026014521,-7764.969739854787,-7.98,Unexpected miscellaneous costs
Employee Benefits,74210.1,92545.51960943293,18335.419609432924,24.71,Lower due to reduced benefits claims
Travel Expenses,29803.68,24902.778622557507,-4900.901377442493,-16.44,Under budget due to reduced travel
Consulting Fees,89916.56,309050.78737210686,219134.22737210686,243.71,Savings from in-house expertise
Training and Development,52464.64,49908.89082275842,-2555.7491772415815,-4.87,Underutilized training budget
Training and Development,92967.03,80234.24874823859,-12732.781251761407,-13.7,Underutilized training budget
Salaries and Wages,29816.29,33504.169280813854,3687.8792808138533,12.37,Overdue to overtime and staffing needs
Salaries and Wages,89184.81,92368.2713178062,3183.461317806199,3.57,Overdue to overtime and staffing needs
Employee Benefits,73640.9,61458.23064373021,-12182.669356269784,-16.54,Lower due to reduced benefits claims
